sku,gate,local,evidence,sanitation
"VTK001007","BLOCK_REQUIRED_ATTRIBUTE_EVIDENCE","10564050000108","""GTIN-14 carton of six blender jars lacks official packaging/category evidence""","REQUIRED_ATTRIBUTE_REQUIRED"
"VTK018129","BLOCK_CATALOG_IDENTITY","7896637611749","""catalog MODEL is Intelbras instead of XAT 1018 MT""","CATALOG_REVIEW_REQUIRED"
"VTK018134","BLOCK_CATEGORY","7898414700059","""Cabletech Master 40 RGC06 has no high-confidence category in the validated source set""","CATEGORY_FIX_REQUIRED"
"VTK001063","BLOCK_IMAGE","4711530961148","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK012223","BLOCK_GTIN_UNIT_CONFLICT","7897013582554","""exact GTIN catalog is a ten-battery offer while local commercial unit is one battery""","GTIN_FIX_REQUIRED"
"VTK001875","BLOCK_GTIN_UNIT_CONFLICT","7898159187535","""exact GTIN catalog is one string while local commercial unit is a dozen""","GTIN_FIX_REQUIRED"
"VTK018199","BLOCK_CATEGORY","7898441353204","""Locktronic ultrasonic sensor category resolution is not high-confidence""","CATEGORY_FIX_REQUIRED"
"VTK001282","SOURCE_DEFERRED","7890000856553","""Fortrek Ergo One screw-pack identity lacks official part evidence""","IDENTITY_FIX_REQUIRED"
"VTK001109","BLOCK_IMAGE","7890000785846","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK001643","BLOCK_GTIN_UNIT_CONFLICT","7898566200414","""exact GTIN catalog represents one connector while local commercial unit is 100 connectors""","GTIN_FIX_REQUIRED"
"VTK001039","BLOCK_IMAGE","7890000796385","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK018113","SOURCE_DEFERRED","7898127608291","""Aquário Viúva Negra 11 m lacks exact official/catalog identity in the validated source set""","IDENTITY_FIX_REQUIRED"
"VTK018304","SOURCE_DEFERRED","7898253495154","""Permak Honda Civic application identity lacks primary documentation""","IDENTITY_FIX_REQUIRED"
"VTK001834","BLOCK_REQUIRED_ATTRIBUTE_EVIDENCE","7898566201978","""Storm JCPQ0001 ten-unit kit lacks official required connector evidence""","REQUIRED_ATTRIBUTE_REQUIRED"
"VTK001173","BLOCK_IMAGE","4711530961162","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK001165","BLOCK_IMAGE","7890000785839","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK002521","BLOCK_REQUIRED_ATTRIBUTE","7890443020955","""missing category-required attributes: BASS_GUITAR_TYPE""","REQUIRED_ATTRIBUTE_REQUIRED"
"VTK026019","BLOCK_CATALOG_IDENTITY","7898572866055","""catalog MODEL SMD08 diverges from local/supplier SDM-08""","CATALOG_REVIEW_REQUIRED"
"VTK018297","BLOCK_CATEGORY","7898917230725","""Telecam alarm cable catalog/domain category evidence is inconsistent""","CATEGORY_FIX_REQUIRED"
"VTK021891","BLOCK_CATALOG_IDENTITY","7908060206222","""catalog MODEL states 0.5U while local commercial identity is 5U""","CATALOG_REVIEW_REQUIRED"
"VTK001195","BLOCK_IMAGE","7890000785518","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK000949","BLOCK_GTIN_MODEL_CONFLICT","7896643439412","""exact GTIN catalog identifies Multivisão KIT-2Z microwave support, not local Decore shelf kit""","GTIN_FIX_REQUIRED"
"VTK000301","BLOCK_CATALOG_IDENTITY","7898461970368","""catalog title identifies 30 cm while local product is 40 cm""","CATALOG_REVIEW_REQUIRED"
"VTK019016","BLOCK_CATEGORY","7898414700073","""Cabletech RGE-58 100 m has no high-confidence category""","CATEGORY_FIX_REQUIRED"
"VTK001187","BLOCK_IMAGE","7890000785815","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK001137","BLOCK_IMAGE","4711530964675","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK001897","SOURCE_DEFERRED","7898429981023","""Tiaflex 2x0.20 mm² 100 m lacks official identity/category evidence""","IDENTITY_FIX_REQUIRED"
"VTK001119","BLOCK_IMAGE","7890000785501","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK018428","BLOCK_CATEGORY","7898414700042","""Cabletech STD-40 cable domain discovery is incompatible with the product function""","CATEGORY_FIX_REQUIRED"
"VTK018449","BLOCK_CATEGORY","7898936319029","""Viaweb VW8Z alarm panel is mapped by the catalog to a business telephone system""","CATEGORY_FIX_REQUIRED"
"VTK005411","SOURCE_DEFERRED","7899638110112","""Hayonik 7 m color/connector identity lacks exact official/catalog evidence""","IDENTITY_FIX_REQUIRED"
"VTK013085","SOURCE_DEFERRED","7898640363240","""Attack VS83/VSC83A side/color application lacks official evidence""","IDENTITY_FIX_REQUIRED"
"VTK004609","BLOCK_IMAGE","7890000792622","""local product has zero images and only an opaque local reference""","IMAGE_FIX_REQUIRED"
"VTK018292","BLOCK_GTIN_UNIT_CONFLICT","4988028352720","""exact GTIN catalog represents a complete trio bundle, not the standalone Pioneer subwoofer""","GTIN_FIX_REQUIRED"
"VTK001277","BLOCK_REMOTE_DUPLICATE","7898461969126","""exact remote seller SKU, GTIN, or catalog match already exists""","REMOTE_LINK_REVIEW"
"VTK018550","SOURCE_DEFERRED","7898441352696","""Bee Link Fiat Argo/Cronos application identity lacks primary documentation""","IDENTITY_FIX_REQUIRED"
"VTK018546","BLOCK_GTIN_BRAND_CONFLICT","7898936319234","""exact GTIN catalog brand is GNA, not local Viaweb""","GTIN_FIX_REQUIRED"
"VTK004724","BLOCK_CATEGORY","7908417102245","""category contract/domain is not a high-confidence match""","CATEGORY_FIX_REQUIRED"
"VTK018522","BLOCK_PROTECTIVE_PRICE_ENGINE","7898112605946","{""method"":""closed_form_then_single_validation"",""target_margin_percent"":55.00000000000001,""seed_quote"":{""price"":199.9,""fee"":{""currency_id"":""BRL"",""free_relist"":false,""listing_exposure"":""highest"",""listing_fee_amount"":0,""listing_fee_details"":{""fixed_fee"":0,""gross_amount"":0},""listing_type_id"":""gold_special"",""listing_type_name"":""Clássico"",""requires_picture"":true,""sale_fee_amount"":21.99,""sale_fee_details"":{""fixed_fee"":0,""gross_amount"":21.99,""percentage_fee"":11},""stop_time"":""2046-08-11T00:00:00.000-04:00""},""fee_components"":{""rate"":0.11,""fixed"":0,""source"":""sale_fee_details""},""shipping_data"":{""coverage"":{""all_country"":{""list_cost"":18.45,""currency_id"":""BRL"",""billable_weight"":145,""discount"":{""rate"":0.5,""type"":""mandatory"",""promoted_amount"":36.9}}}},""financial"":{""price"":199.9,""commission"":21.99,""shipping"":18.45,""cost"":40.2,""tax"":10,""profit"":109.26,""margin_percent"":54.657329}},""planned_price"":209.9,""validation"":{""price"":209.9,""fee"":{""currency_id"":""BRL"",""free_relist"":false,""listing_exposure"":""highest"",""listing_fee_amount"":0,""listing_fee_details"":{""fixed_fee"":0,""gross_amount"":0},""listing_type_id"":""gold_special"",""listing_type_name"":""Clássico"",""requires_picture"":true,""sale_fee_amount"":23.09,""sale_fee_details"":{""fixed_fee"":0,""gross_amount"":23.09,""percentage_fee"":11},""stop_time"":""2046-08-11T00:00:00.000-04:00""},""fee_components"":{""rate"":0.11,""fixed"":0,""source"":""sale_fee_details""},""shipping_data"":{""coverage"":{""all_country"":{""list_cost"":20.95,""currency_id"":""BRL"",""billable_weight"":145,""discount"":{""rate"":0.5,""type"":""mandatory"",""promoted_amount"":41.9}}}},""financial"":{""price"":209.9,""commission"":23.09,""shipping"":20.95,""cost"":40.2,""tax"":10.5,""profit"":115.16,""margin_percent"":54.864221}},""approved"":false}","API_CONTRACT_REVIEW"
"VTK018517","BLOCK_CATALOG_IDENTITY","7898253497974","""catalog vehicle application states Corsa/Montana/Vectra and conflicts with local Corsa/Montana/Meriva""","CATALOG_REVIEW_REQUIRED"
"VTK018480","BLOCK_CATEGORY","7898382147320","""Olimpus antenna mast category is not high-confidence""","CATEGORY_FIX_REQUIRED"
"VTK018434","SOURCE_DEFERRED","7898253491392","""Permak 12-inch grille two-unit identity lacks official package evidence""","IDENTITY_FIX_REQUIRED"
"VTK006457","BLOCK_CATALOG_IDENTITY","3016661152948","{""expected"":""MLB29477098"",""identity"":{""fields"":{""catalog_id"":true,""catalog_required"":true,""gtin"":true,""brand"":true,""model"":true,""title"":false},""critical"":{""VOLTAGE"":true},""passed"":false},""results"":[""MLB29477098"",""MLB22296304""]}","CATALOG_REVIEW_REQUIRED"
"VTK018446","BLOCK_CATEGORY","7896586816486","""category contract/domain is not a high-confidence match""","CATEGORY_FIX_REQUIRED"
"VTK001207","BLOCK_IMAGE","7890000796262","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK001258","BLOCK_IMAGE","7890000797702","""local product has zero images""","IMAGE_FIX_REQUIRED"
"VTK018587","BLOCK_GTIN_MODEL_CONFLICT","4895239063102","""exact GTIN catalog model is 7500mAh, not local Thork 6310""","GTIN_FIX_REQUIRED"
"VTK026037","BLOCK_GTIN_BRAND_CONFLICT","7898640366234","""exact GTIN catalog brand is Matrix Audio, not local Mark Audio""","GTIN_FIX_REQUIRED"
