"sku","fornecedor","item_id","seller_sku","gtin","title","brand","model","catalog_product_id","user_product_id","variation_id","status","price","quantity","listing_type","sold_quantity","linked_local_sku","match_type","confidence","lookup_status"
"VTK001286","HAYAMAX-PR","MLB4847280021","VTK000127","4710700959572","Cadeira Gamer Thunderx3 Tgc12 Verde Reclinável 120kg Verde","ThunderX3","TGC12","MLB68763942","MLBU4223691238","","active","1879","15","gold_pro","0","VTK000127","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB4847280759","VTK000148","4710700959534","Cadeira Gamer Thunderx3 Tgc12 Preta Reclinável 120kg Preto Couro Sintético","ThunderX3","TGC12","MLB39036896","MLBU4203906505","","active","1878.81","15","gold_pro","0","VTK000148","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7111544660","VTK000165","4710700959565","Cadeira Gamer Thunderx3 Tgc12 Vermelha Reclinável 120kg","ThunderX3","TGC12","MLB38470699","MLBU4227845435","","active","1545","15","gold_pro","0","VTK000165","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7111544644","VTK000593","4710700959541","Cadeira Gamer Thunderx3 Tgc12 Branca Reclinável","ThunderX3","TGC12","","MLBU4227845395","","active","1879","15","gold_pro","0","VTK000593","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB4857481707","VTK000525","4711099473038","Cadeira Gamer Thunderx3 Tgc12 Rosa Reclinável 120kg Rosa","ThunderX3","TGC12","MLB24230966","MLBU4248073370","","active","1879","15","gold_pro","0","VTK000525","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7145211172","VTK000760","4711099476466","Cadeira Gamer Thunderx3 Tgc12 Loft Grafite","ThunderX3","Cadeira Gamer ThunderX3 TGC12 Loft Grafite","MLB37920830","MLBU4267593623","","active","2018.75","15","gold_pro","0","VTK000760","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB4880525789","VTK000148","4710700959534","Cadeira Gamer Thunderx3 Profissional Tgc12 Preta Preto Couro Sintético","Thunder","Thunderx3 Tgc12 Preto","MLB39036896","MLBU4203906505","","active","1878.81","15","gold_pro","0","VTK000148","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7298177102","VTK000128","4710700959558","Cadeira Gamer Thunderx3 Tgc12 Ergonômica Reclinável Preto/azul Couro Sintético","ThunderX3","TGC12","MLB10535914","MLBU4223717366","","active","1879","15","gold_pro","0","VTK000128","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7298177206","VTK000127","4710700959572","Cadeira Gamer Profissional Tgc12 Thunderx3 Cor Preta/verde Couro Sintético","ThunderX3","TGC12","MLB68763942","MLBU4223691238","","active","1879","15","gold_pro","0","VTK000127","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7316880274","VTK000525","4711099473038","Cadeira Gamer Thunderx3 Tgc12 Encosto Reclinável Rosa Altura Regulável Couro Sintético","ThunderX3","TGC12","MLB24230966","MLBU4248073370","","active","1879","15","gold_pro","0","VTK000525","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7316879806","VTK000165","4710700959565","Cadeira Gamer Reclinável Thunderx3 Tgc12 Preto Vermelho 150kg Couro Sintético","ThunderX3","TGC12","MLB38470699","MLBU4227845435","","active","1545","15","gold_pro","0","VTK000165","NOT_MATCH","0",""
"VTK001286","HAYAMAX-PR","MLB7330398912","VTK000760","4711099476466","Cadeira Gamer Thunderx3 Tgc12 Loft Apoio De Braço 2d 82874 Cor Preto Material Do Estofamento Tecido","ThunderX3","ThunderX3 TGC12","MLB37920830","MLBU4267593623","","active","2018.75","15","gold_pro","0","VTK000760","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB7009315872","VTK000312","7898554606808","Gabinete Gamer Fortrek Cruiser Rgb Mid Tower Preto","Fortrek","Cruiser","MLB22496923","MLBU4143568476","","active","614.52","15","gold_pro","0","VTK000312","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4801398843","VTK000358","7898554606570","Cadeira Gamer Fortrek Cruiser","Fortrek","Cruiser","MLB15963096","MLBU4127939015","","active","1739.06","15","gold_pro","0","VTK000358","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB7009162372","VTK000517","7898554607348","Mouse Gamer Fortrek Cruiser 12000 Dpi Rgb 8 Botões Preto","Fortrek","Cruiser New Edition","MLB23165515","MLBU4143357108","","active","143.96","15","gold_pro","0","VTK000517","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4801365325","VTK000342","7898554606563","Cadeira Gamer Fortrek Cruiser","Fortrek","Cruiser","MLB15963095","MLBU4144226740","","active","1739.06","15","gold_pro","0","VTK000342","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4801131087","VTK000312","7898554606808","Gabinete Gamer Fortrek Mid Tower Cruiser Preto 3 Coolers Rgb Atx","Fortrek","112392","MLB22496923","MLBU4143568476","","active","614.52","15","gold_pro","0","VTK000312","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4804992063","VTK000358","7898554606570","Cadeira Gamer Ergonômica Fortrek Cruiser Preto Rosa Altura Ajustável Couro Sintético","Fortrek","Cruiser","MLB15963096","MLBU4127939015","","active","1739.06","15","gold_pro","0","VTK000358","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4804992081","VTK000342","7898554606563","Cadeira Gamer Fortrek Cruiser Ergonomica Reclinavel Preto Verde Couro Sintético","Fortrek","Cruiser","MLB15963095","MLBU4144226740","","active","1739.06","15","gold_pro","0","VTK000342","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB7076889032","VTK000354","7898554606693","Headset Gamer Fortrek Cruiser 7.1 Usb Rgb 50mm Preto","Fortrek","Cruiser 7.1","MLB19474790","MLBU4203656766","","active","354.67","15","gold_pro","0","VTK000354","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB7086783518","VTK000354","7898554606693","Fone Headset Gamer Profissional Fortrek Cruiser 7.1 Usb Cor Preto","Fortrek","Cruiser 7.1","MLB19474790","MLBU4203656766","","active","354.67","15","gold_pro","0","VTK000354","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4842179631","VTK000682","7898554607546","Gabinete Gamer Fortrek Cruiser Mid Tower Rgb Branco 3 Fans Branco","Fortrek","Cruiser","","MLBU4214315430","","active","614.52","15","gold_pro","0","VTK000682","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4857482541","VTK000344","7898554606549","Cadeira Gamer Fortrek Cruiser","Fortrek","Cruiser","MLB15963093","MLBU4248083840","","active","1739.06","15","gold_pro","0","VTK000344","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4857482537","VTK000320","7898554606556","Cadeira Gamer Fortrek Cruiser","Fortrek","Cruiser","MLB15963094","MLBU4227855783","","active","1739.06","15","gold_pro","0","VTK000320","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB4898611535","VTK000320","7898554606556","Cadeira Gamer Fortrek Cruiser Ergonômica Reclinável Preto/azul Couro Sintético","Fortrek","Cruiser","MLB15963094","MLBU4227855783","","active","1739.06","15","gold_pro","0","VTK000320","NOT_MATCH","0",""
"VTK003043","HAYAMAX-PR","MLB7320340116","VTK000344","7898554606549","Cadeira Gamer Ergonômica Fortrek Cruiser Preto Vermelho Com Rodas Couro Sintético","Fortrek","Cruiser","MLB15963093","MLBU4248083840","","active","1739.06","15","gold_pro","0","VTK000344","NOT_MATCH","0",""
"VTK006444","HAYAMAX-PR","MLB4857495507","VTK006410","3016661158087","Espremedor Arno Suco Express Cp32 750ml Vermelho 127v","Arno","Suco Express CP32","MLB19712803","MLBU4248086964","","active","234.59","8","gold_pro","0","VTK006410","NOT_MATCH","0",""
"VTK006457","HAYAMAX-PR","MLB7096334166","VTK000999","3016661152931","Grill Arno Dual Gnox Inox Com Abertura De 180° 127v","Arno","Grill Arno Dual GNOX Inox Com Abertura de 180° 127v","MLB15586434","MLBU4203227795","","active","503.39","14","gold_pro","1","VTK000999","NOT_MATCH","0",""
"VTK011959","HAYAMAX-PR","MLB7157783300","VTK000872","7898554609038","Cadeira Ergonômica Fortrek Ergo One Premium Full Mesh Cor Preto","Fortrek","Ergo One Premium Mesh","MLB63153505","MLBU4248127104","","closed","1240.43","15","gold_pro","0","VTK000872","NOT_MATCH","0",""
"VTK011959","HAYAMAX-PR","MLB7087152804","VTK001129","7890000856522","Encosto Ergo One Fortrek","Fortrek","Ergo One","MLB63153504","MLBU4194659259","","paused","485.68","0","gold_pro","0","VTK001129","NOT_MATCH","0",""
"VTK011959","HAYAMAX-PR","MLB4857485083","VTK000872","7898554609038","Cadeira Ergonômica Fortrek Ergo One Premium Preto Mesh","Fortrek","Ergo One Premium","MLB63153505","MLBU4248127104","","active","1599.26","15","gold_pro","0","VTK000872","NOT_MATCH","0",""
"VTK011959","HAYAMAX-PR","MLB4877490365","VTK006235","7890000856492","Assento Reposição Fortrek Ergo One Mesh Preto","Fortrek","Ergo One 85649","","MLBU4288634726","","active","835.66","7","gold_pro","0","VTK006235","NOT_MATCH","0",""
"VTK011959","HAYAMAX-PR","MLB7298177144","VTK000872","7898554609038","Cadeira Ergonômica Fortrek Ergo One Premium Full Mesh Cor Preto","Fortrek","Ergo One Premium Mesh","MLB63153505","MLBU4248127104","","active","1599.26","15","gold_pro","0","VTK000872","NOT_MATCH","0",""
"VTK011959","HAYAMAX-PR","MLB7381754912","VTK001330","7890000856539","Encosto De Cabeça Ergo One Fortrek Preto","Fortrek","Ergo One","","MLBU4684457096","","active","181.62","8","gold_pro","0","VTK001330","NOT_MATCH","0",""
"VTK011960","HAYAMAX-PR","MLB7157783300","VTK000872","7898554609038","Cadeira Ergonômica Fortrek Ergo One Premium Full Mesh Cor Preto","Fortrek","Ergo One Premium Mesh","MLB63153505","MLBU4248127104","","closed","1240.43","15","gold_pro","0","VTK000872","NOT_MATCH","0",""
"VTK011960","HAYAMAX-PR","MLB7087152804","VTK001129","7890000856522","Encosto Ergo One Fortrek","Fortrek","Ergo One","MLB63153504","MLBU4194659259","","paused","485.68","0","gold_pro","0","VTK001129","NOT_MATCH","0",""
"VTK011960","HAYAMAX-PR","MLB4857485083","VTK000872","7898554609038","Cadeira Ergonômica Fortrek Ergo One Premium Preto Mesh","Fortrek","Ergo One Premium","MLB63153505","MLBU4248127104","","active","1599.26","15","gold_pro","0","VTK000872","NOT_MATCH","0",""
"VTK011960","HAYAMAX-PR","MLB4877490365","VTK006235","7890000856492","Assento Reposição Fortrek Ergo One Mesh Preto","Fortrek","Ergo One 85649","","MLBU4288634726","","active","835.66","7","gold_pro","0","VTK006235","NOT_MATCH","0",""
"VTK011960","HAYAMAX-PR","MLB7298177144","VTK000872","7898554609038","Cadeira Ergonômica Fortrek Ergo One Premium Full Mesh Cor Preto","Fortrek","Ergo One Premium Mesh","MLB63153505","MLBU4248127104","","active","1599.26","15","gold_pro","0","VTK000872","NOT_MATCH","0",""
"VTK011960","HAYAMAX-PR","MLB7381754912","VTK001330","7890000856539","Encosto De Cabeça Ergo One Fortrek Preto","Fortrek","Ergo One","","MLBU4684457096","","active","181.62","8","gold_pro","0","VTK001330","NOT_MATCH","0",""
"VTK025858","HAYAMAX-PR","MLB7087409938","VTK003056","7898554606716","Suporte Headset Fortrek Vickers Rgb 12 Efeitos Preto","Fortrek","Vickers","","MLBU4214511764","","active","182","15","gold_pro","0","VTK003056","NOT_MATCH","0",""
"VTK025858","HAYAMAX-PR","MLB7087033006","VTK000307","7898554606792","Headset Gamer Fortrek Vickers 50mm P2 Usb Rgb Preto","Fortrek","Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025858","HAYAMAX-PR","MLB7111545404","VTK000329","7898554606600","Cadeira Gamer Fortrek Vickers","Fortrek","Vickers","MLB70098176","MLBU4227855835","","active","1686.7","15","gold_pro","0","VTK000329","NOT_MATCH","0",""
"VTK025858","HAYAMAX-PR","MLB4972470619","VTK000307","7898554606792","Headset Gamer Fortrek Vickers Rgb Led Preto Over-ear P2 Usb Cancelamento Ruído","Fortrek","RGB Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025859","HAYAMAX-PR","MLB7087409938","VTK003056","7898554606716","Suporte Headset Fortrek Vickers Rgb 12 Efeitos Preto","Fortrek","Vickers","","MLBU4214511764","","active","182","15","gold_pro","0","VTK003056","NOT_MATCH","0",""
"VTK025859","HAYAMAX-PR","MLB7087033006","VTK000307","7898554606792","Headset Gamer Fortrek Vickers 50mm P2 Usb Rgb Preto","Fortrek","Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025859","HAYAMAX-PR","MLB7111545404","VTK000329","7898554606600","Cadeira Gamer Fortrek Vickers","Fortrek","Vickers","MLB70098176","MLBU4227855835","","active","1686.7","15","gold_pro","0","VTK000329","NOT_MATCH","0",""
"VTK025859","HAYAMAX-PR","MLB4972470619","VTK000307","7898554606792","Headset Gamer Fortrek Vickers Rgb Led Preto Over-ear P2 Usb Cancelamento Ruído","Fortrek","RGB Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025860","HAYAMAX-PR","MLB7087409938","VTK003056","7898554606716","Suporte Headset Fortrek Vickers Rgb 12 Efeitos Preto","Fortrek","Vickers","","MLBU4214511764","","active","182","15","gold_pro","0","VTK003056","NOT_MATCH","0",""
"VTK025860","HAYAMAX-PR","MLB7087033006","VTK000307","7898554606792","Headset Gamer Fortrek Vickers 50mm P2 Usb Rgb Preto","Fortrek","Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025860","HAYAMAX-PR","MLB7111545404","VTK000329","7898554606600","Cadeira Gamer Fortrek Vickers","Fortrek","Vickers","MLB70098176","MLBU4227855835","","active","1686.7","15","gold_pro","0","VTK000329","NOT_MATCH","0",""
"VTK025860","HAYAMAX-PR","MLB4972470619","VTK000307","7898554606792","Headset Gamer Fortrek Vickers Rgb Led Preto Over-ear P2 Usb Cancelamento Ruído","Fortrek","RGB Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025861","HAYAMAX-PR","MLB7087409938","VTK003056","7898554606716","Suporte Headset Fortrek Vickers Rgb 12 Efeitos Preto","Fortrek","Vickers","","MLBU4214511764","","active","182","15","gold_pro","0","VTK003056","NOT_MATCH","0",""
"VTK025861","HAYAMAX-PR","MLB7087033006","VTK000307","7898554606792","Headset Gamer Fortrek Vickers 50mm P2 Usb Rgb Preto","Fortrek","Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025861","HAYAMAX-PR","MLB7111545404","VTK000329","7898554606600","Cadeira Gamer Fortrek Vickers","Fortrek","Vickers","MLB70098176","MLBU4227855835","","active","1686.7","15","gold_pro","0","VTK000329","NOT_MATCH","0",""
"VTK025861","HAYAMAX-PR","MLB4972470619","VTK000307","7898554606792","Headset Gamer Fortrek Vickers Rgb Led Preto Over-ear P2 Usb Cancelamento Ruído","Fortrek","RGB Vickers","MLB37630546","MLBU4213845754","","active","208.98","15","gold_pro","0","VTK000307","NOT_MATCH","0",""
"VTK025955","HAYAMAX-PR","MLB4857495397","VTK000961","7895500742269","Liquidificador Arno Power Mix Lq11 550w 127v Vermelho 127v","Arno","LQ11","MLB18193238","MLBU4227860285","","active","266.72","15","gold_pro","0","VTK000961","NOT_MATCH","0",""
"VTK025955","HAYAMAX-PR","MLB7313982682","VTK000961","7895500742269","Liquidificador Arno Power Mix Lq11 1,25l 500w Verm Cor Vermelho 127v","Arno","Power Mix","MLB18193238","MLBU4227860285","","active","266.72","15","gold_pro","0","VTK000961","NOT_MATCH","0",""
"VTK025957","HAYAMAX-PR","MLB4857495397","VTK000961","7895500742269","Liquidificador Arno Power Mix Lq11 550w 127v Vermelho 127v","Arno","LQ11","MLB18193238","MLBU4227860285","","active","266.72","15","gold_pro","0","VTK000961","NOT_MATCH","0",""
"VTK025957","HAYAMAX-PR","MLB7313982682","VTK000961","7895500742269","Liquidificador Arno Power Mix Lq11 1,25l 500w Verm Cor Vermelho 127v","Arno","Power Mix","MLB18193238","MLBU4227860285","","active","266.72","15","gold_pro","0","VTK000961","NOT_MATCH","0",""
"VTK005411","HAYAMAX-PR","","","","","","","","","","","","","","","","NOT_MATCH","0","NO_REMOTE_CANDIDATES"
